Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque
224,177,118,Four-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,TRUE,5,5 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2010 Toyota Highlander SE 4WD,Toyota,2010 Toyota Highlander,2010,270,248
224,177,118,Front-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,TRUE,5,5 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2010 Toyota Highlander Limited,Toyota,2010 Toyota Highlander,2010,270,248
224,177,118,Four-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,TRUE,5,5 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2010 Toyota Highlander Limited 4WD,Toyota,2010 Toyota Highlander,2010,270,248
132,134,105,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,TRUE,5,5 Speed Automatic,18,Gasoline,27,Automatic transmission,2011 Honda Accord Crosstour EX Hatchback,Honda,2011 Honda Accord Crosstour Hatchback,2011,271,254
132,134,105,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,TRUE,5,5 Speed Automatic,18,Gasoline,27,Automatic transmission,2011 Honda Accord Crosstour EX-L Hatchback,Honda,2011 Honda Accord Crosstour Hatchback,2011,271,254
132,134,105,Four-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,TRUE,5,5 Speed Automatic,18,Gasoline,26,Automatic transmission,2011 Honda Accord Crosstour EX-L Hatchback 4WD,Honda,2011 Honda Accord Crosstour Hatchback,2011,271,254
88,87,179,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2011 Toyota Land Cruiser,Toyota,2011 Toyota Land Cruiser,2011,381,401
88,87,179,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2010 Toyota Land Cruiser,Toyota,2010 Toyota Land Cruiser,2010,381,401
13,14,229,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,TRUE,5,5 Speed Manual,26,Gasoline,32,Manual transmission,2011 Toyota Matrix,Toyota,2011 Toyota Matrix,2011,132,128
13,14,229,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,TRUE,4,4 Speed Automatic,25,Gasoline,32,Automatic transmission,2011 Toyota Matrix AT,Toyota,2011 Toyota Matrix,2011,132,128
13,14,229,Front-wheel drive,Toyota 2.4L 4 Cylinder 158 hp 162 ft-lbs.,TRUE,5,5 Speed Manual,21,Gasoline,28,Manual transmission,2011 Toyota Matrix S,Toyota,2011 Toyota Matrix,2011,158,162
13,14,229,Front-wheel drive,Toyota 2.4L 4 Cylinder 158 hp 162 ft-lbs.,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,2011 Toyota Matrix S AT,Toyota,2011 Toyota Matrix,2011,158,162
24,14,229,All-wheel drive,Toyota 2.4L 4 Cylinder 158 hp 162 ft-lbs.,TRUE,4,4 Speed Automatic,20,Gasoline,26,Automatic transmission,2011 Toyota Matrix S AT AWD,Toyota,2011 Toyota Matrix,2011,158,162
38,95,189,Rear-wheel drive,Maybach 6.0L 12 Cylinder 631 hp 738 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,10,Gasoline,16,Automatic transmission,2010 Maybach 57 Zeppelin,Maybach,2010 Maybach 57,2010,631,738
38,95,189,Rear-wheel drive,Maybach 5.5L 12 Cylinder 543 hp 664 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,10,Gasoline,16,Automatic transmission,2010 Maybach 57,Maybach,2010 Maybach 57,2010,543,664
1,95,189,Rear-wheel drive,Maybach 6.0L 12 Cylinder 604 hp 738 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,10,Gasoline,16,Automatic transmission,2010 Maybach 57 S,Maybach,2010 Maybach 57,2010,604,738
38,95,189,Rear-wheel drive,Maybach 6.0L 12 Cylinder 631 hp 738 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,10,Gasoline,16,Automatic transmission,2010 Maybach 57 Zeppelin,Maybach,2010 Maybach 57,2011,631,738
1,95,189,Rear-wheel drive,Maybach 6.0L 12 Cylinder 620 hp 738 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,10,Gasoline,16,Automatic transmission,2011 Maybach 57 S,Maybach,2011 Maybach 57,2011,620,738
38,20,189,Rear-wheel drive,Maybach 5.5L 12 Cylinder 543 hp 664 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,10,Gasoline,16,Automatic transmission,2010 Maybach 62,Maybach,2010 Maybach 62,2010,543,664
38,20,189,Rear-wheel drive,Maybach 6.0L 12 Cylinder 604 hp 738 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,10,Gasoline,16,Automatic transmission,2010 Maybach 62 S,Maybach,2010 Maybach 62,2010,604,738
38,20,189,Rear-wheel drive,Maybach 6.0L 12 Cylinder 631 hp 738 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,10,Gasoline,16,Automatic transmission,2010 Maybach 62 Zeppelin,Maybach,2010 Maybach 62,2010,631,738
38,20,189,Rear-wheel drive,Maybach 6.0L 12 Cylinder 620 hp 738 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,10,Gasoline,16,Automatic transmission,2011 Maybach 62 S,Maybach,2011 Maybach 62,2011,620,738
38,20,189,Rear-wheel drive,Maybach 5.5L 12 Cylinder 543 hp 664 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,10,Gasoline,16,Automatic transmission,2011 Maybach 62,Maybach,2011 Maybach 62,2011,543,664
38,20,189,Rear-wheel drive,Maybach 6.0L 12 Cylinder 604 hp 738 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,10,Gasoline,16,Automatic transmission,2009 Maybach Landaulet,Maybach,2009 Maybach Landaulet,2009,604,738
38,20,189,Rear-wheel drive,Maybach 6.0L 12 Cylinder 604 hp 738 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,10,Gasoline,16,Automatic transmission,2010 Maybach Landaulet,Maybach,2010 Maybach Landaulet,2010,604,738
38,20,189,Rear-wheel drive,Maybach 6.0L 12 Cylinder 620 hp 738 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,10,Gasoline,16,Automatic transmission,2011 Maybach Landaulet,Maybach,2011 Maybach Landaulet,2011,620,738
13,14,229,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,TRUE,5,5 Speed Manual,26,Gasoline,32,Manual transmission,2010 Toyota Matrix,Toyota,2010 Toyota Matrix,2010,132,128
13,14,229,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,TRUE,4,4 Speed Automatic,25,Gasoline,31,Automatic transmission,2010 Toyota Matrix  AT,Toyota,2010 Toyota Matrix,2010,132,128
13,42,229,Front-wheel drive,Toyota 2.4L 4 Cylinder 158 hp 162 ft-lbs.,TRUE,5,5 Speed Manual,21,Gasoline,28,Manual transmission,2010 Toyota Matrix  S,Toyota,2010 Toyota Matrix,2010,158,162
13,42,229,Front-wheel drive,Toyota 2.4L 4 Cylinder 158 hp 162 ft-lbs.,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,2010 Toyota Matrix S AT,Toyota,2010 Toyota Matrix,2010,158,162
24,42,229,All-wheel drive,Toyota 2.4L 4 Cylinder 158 hp 162 ft-lbs.,TRUE,4,4 Speed Automatic,20,Gasoline,26,Automatic transmission,2010 Toyota Matrix S AT AWD,Toyota,2010 Toyota Matrix,2010,158,162
23,42,229,Front-wheel drive,Toyota 2.4L 4 Cylinder 158 hp 162 ft-lbs.,TRUE,5,5 Speed Manual,21,Gasoline,28,Manual transmission,2010 Toyota Matrix XRS,Toyota,2010 Toyota Matrix,2010,158,162
23,42,229,Front-wheel drive,Toyota 2.4L 4 Cylinder 158 hp 162 ft-lbs.,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,2010 Toyota Matrix XRS AT,Toyota,2010 Toyota Matrix,2010,158,162
13,14,229,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,TRUE,4,4 Speed Automatic,25,Gasoline,31,Automatic transmission,2010 Toyota Matrix  AT,Nissan,2010 Toyota Matrix,2010,132,128
189,155,222,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,TRUE,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2011 Nissan Armada SV 4x4 FFV,Nissan,2011 Nissan Armada,2011,317,385
189,155,222,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,TRUE,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2011 Nissan Armada Platinum 4x4,Nissan,2011 Nissan Armada,2011,317,385
189,155,222,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,TRUE,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2011 Nissan Armada SL 4x4 FFV,Nissan,2011 Nissan Armada,2011,317,385
168,155,222,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,TRUE,5,5 Speed Automatic,13,Gasoline,19,Automatic transmission,2011 Nissan Armada Platinum,Nissan,2011 Nissan Armada,2011,317,385
168,155,222,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,TRUE,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2011 Nissan Armada SV FFV,Nissan,2011 Nissan Armada,2011,317,385
168,155,222,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,TRUE,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2011 Nissan Armada SL FFV,Nissan,2011 Nissan Armada,2011,317,385
223,204,244,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,33,Manual transmission,2011 Volkswagen Jetta SportWagen S PZEV,Volkswagen,2011 Volkswagen Jetta SportWagen,2011,170,177
223,204,244,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,6,6 Speed Automatic,24,Gasoline,31,Automatic transmission,2011 Volkswagen Jetta SportWagen S PZEV AT,Volkswagen,2011 Volkswagen Jetta SportWagen,2011,170,177
223,204,244,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,33,Manual transmission,2011 Volkswagen Jetta SportWagen S,Volkswagen,2011 Volkswagen Jetta SportWagen,2011,170,177
223,204,244,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,6,6 Speed Automatic,24,Gasoline,31,Automatic transmission,2011 Volkswagen Jetta SportWagen S AT,Volkswagen,2011 Volkswagen Jetta SportWagen,2011,170,177
223,204,244,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,6,6 Speed Automatic,24,Gasoline,31,Automatic transmission,2011 Volkswagen Jetta SportWagen SE,Volkswagen,2011 Volkswagen Jetta SportWagen,2011,170,177
223,204,244,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,6,6 Speed Automatic,24,Gasoline,31,Automatic transmission,2011 Volkswagen Jetta SportWagen SE PZEV,Volkswagen,2011 Volkswagen Jetta SportWagen,2011,170,177
223,204,244,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 140 hp 236 ft-lbs Turbo Diesel,TRUE,6,6 Speed Manual,30,Gasoline,42,Manual transmission,2011 Volkswagen Jetta SportWagen TDI Clean Diesel,Volkswagen,2011 Volkswagen Jetta SportWagen,2011,140,236
226,214,173,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,TRUE,5,5 Speed Manual,27,Gasoline,35,Manual transmission,2011 Chevrolet Aveo  LS,Chevrolet,2011 Chevrolet Aveo,2011,108,105
226,214,173,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,TRUE,5,5 Speed Manual,27,Gasoline,35,Manual transmission,2011 Chevrolet Aveo  1LT,Chevrolet,2011 Chevrolet Aveo,2011,108,105
226,214,173,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,TRUE,4,4 Speed Automatic,25,Gasoline,34,Automatic transmission,2011 Chevrolet Aveo  1LT AT,Chevrolet,2011 Chevrolet Aveo,2011,108,105
226,214,173,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,TRUE,5,5 Speed Manual,27,Gasoline,35,Manual transmission,2011 Chevrolet Aveo  2LT,Chevrolet,2011 Chevrolet Aveo,2011,108,105
226,214,173,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,TRUE,4,4 Speed Automatic,25,Gasoline,34,Automatic transmission,2011 Chevrolet Aveo  2LT AT,Chevrolet,2011 Chevrolet Aveo,2011,108,105
137,215,62,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,31,Manual transmission,2010 Volkswagen CC Sport PZEV,Volkswagen,2010 Volkswagen CC,2010,200,207
137,190,62,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,31,Manual transmission,2010 Volkswagen CC Sport,Volkswagen,2010 Volkswagen CC,2010,200,207
137,190,62,Front-wheel drive,Volkswagen 3.6L 6 Cylinder 280 hp 265 ft-lbs,TRUE,6,6 Speed Automatic,18,Gasoline,27,Automatic transmission,2010 Volkswagen CC VR6 Sport,Volkswagen,2010 Volkswagen CC,2010,280,265
137,190,62,Front-wheel drive,Volkswagen 3.6L 6 Cylinder 280 hp 265 ft-lbs,TRUE,6,6 Speed Automatic,17,Gasoline,25,Automatic transmission,2010 Volkswagen CC VR6 4Motion Executive,Volkswagen,2010 Volkswagen CC,2010,280,265
179,52,237,All-wheel drive,Audi 4.2L 8 cylinder 350 hp 325 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,2011 Audi A6 Sedan 4.2,Audi,2011 Audi A6 Sedan,2011,350,325
179,52,220,All-wheel drive,Audi 3.0L 6 Cylinder 300 hp 310 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,26,Automatic transmission,2010 Audi A6 Sedan 3.0 T,Audi,2010 Audi A6 Sedan,2010,300,310
226,79,142,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,TRUE,5,,27,Gasoline,35,Manual transmission,2011 Chevrolet  Aveo5 LS,Chevrolet,2011 Chevrolet Aveo5,2011,108,105
226,79,142,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,TRUE,5,5 Speed Manual,27,Gasoline,35,Manual transmission,2011 Chevrolet  Aveo5 1LT,Chevrolet,2011 Chevrolet Aveo5,2011,108,105
226,79,142,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,TRUE,4,4 Speed Automatic,25,Gasoline,34,Automatic transmission,2011 Chevrolet  Aveo5 1LT AT,Chevrolet,2011 Chevrolet Aveo5,2011,108,105
226,79,142,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,TRUE,5,5 Speed Manual,27,Gasoline,35,Manual transmission,2011 Chevrolet  Aveo5 2LT,Chevrolet,2011 Chevrolet Aveo5,2011,108,105
226,79,142,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,TRUE,4,4 Speed Automatic,25,Gasoline,34,Automatic transmission,2011 Chevrolet  Aveo5 2LT AT,Chevrolet,2011 Chevrolet Aveo5,2011,108,105
179,52,220,All-wheel drive,Audi 4.2L 8 cylinder 350 hp 325 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Audi A6 Sedan 4.2,Audi,2010 Audi A6 Sedan,,350,325
198,69,220,All-wheel drive,Audi 3.0L 6 Cylinder 300 hp 310 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,26,,2011 Audi A6 Avant,Audi,2011 Audi A6 Avant,2011,300,310
198,69,220,All-wheel drive,Audi 3.0L 6 Cylinder 300 hp 310 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,26,Automatic transmission,2010 Audi A6 Avant,Audi,2010 Audi A6 Avant,2010,300,310
140,105,91,All-wheel drive,Audi 3.0L 6 Cylinder 310 hp 325 ft-lbs,TRUE,8,8 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2012 Audi A7,Audi,2012 Audi A7,2012,310,325
180,17,63,All-wheel drive,Audi 4.2L 8 Cylinder 372 hp 328 ft-lbs,TRUE,8,8 Speed Automatic Select Shift,17,Gasoline,27,Automatic transmission,2011 Audi A8,Audi,2011 Audi A8,2011,372,328
191,147,63,All-wheel drive,Audi 4.2L 8 Cylinder 372 hp 328 ft-lbs,TRUE,8,8 Speed Automatic Select Shift,17,Gasoline,27,Automatic transmission,2011 Audi A8 L,Audi,2011 Audi A8,2011,372,328
189,155,222,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,TRUE,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2010 Nissan Armada SE 4x4,Nissan,2010 Nissan Armada,2010,317,385
189,155,222,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,TRUE,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2010 Nissan Armada Titanium 4x4,Nissan,2010 Nissan Armada,2010,317,385
168,155,222,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,TRUE,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2010 Nissan Armada Platinum,Nissan,2010 Nissan Armada,2010,317,385
168,155,222,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,TRUE,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2010 Nissan Armada SE,Nissan,2010 Nissan Armada,2010,317,385
168,155,222,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,TRUE,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2010 Nissan Armada Titanium,Nissan,2010 Nissan Armada,2010,317,385
189,155,222,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,TRUE,5,5 Speed Automatic,12,Gasoline,18,,2010 Nissan Armada Platinum 4x4,Nissan,2010 Nissan Armada,2010,317,385
164,198,236,All-wheel drive,Audi 4.2L 8 cylinder 350 hp 325 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Audi A8 L,Audi,2010 Audi A8,2010,350,325
164,198,236,All-wheel drive,Audi 4.2L 8 cylinder 350 hp 325 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Audi A8,Audi,2010 Audi A8,2010,350,325
115,140,158,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,TRUE,6,6 Speed Manual,25,Gasoline,30,Manual transmission,2011 Nissan Cube 1.8,Nissan,2011 Nissan Cube,2011,122,127
115,140,158,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,TRUE,6,6 Speed Manual,25,Gasoline,30,Manual transmission,2011 Nissan Cube 1.8 S,Nissan,2011 Nissan Cube,2011,122,127
115,140,158,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,TRUE,6,6 Speed Manual,25,Gasoline,30,Manual transmission,2010 Nissan Cube 1.8,Nissan,2010 Nissan Cube,2010,122,127
115,140,158,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,TRUE,6,6 Speed Manual,25,Gasoline,30,Manual transmission,2010 Nissan Cube 1.8 S,Nissan,2010 Nissan Cube,2010,122,127
117,21,41,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,20,Gasoline,27,Automatic transmission,2012 Audi Q5 2.0 T,Audi,2012 Audi Q5,2012,211,258
117,21,41,All-wheel drive,Audi 3.2L 6 cylinder 270 hp 243 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,23,Automatic transmission,2012 Audi Q5 3.2,Audi,2012 Audi Q5,2012,270,243
117,21,41,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,20,Gasoline,27,Automatic transmission,2011 Audi Q5 2.0 T,Audi,2011 Audi Q5,2011,211,258
117,21,41,All-wheel drive,Audi 3.2L 6 cylinder 270 hp 243 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,23,Automatic transmission,2011 Audi Q5 3.2,Audi,2011 Audi Q5,2011,270,243
135,134,105,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,TRUE,5,5 Speed Automatic,18,Gasoline,27,Automatic transmission,2010 Honda Accord Crosstour EX Hatchback,Honda,2010 Honda Accord Crosstour Hatchback,2010,271,254
135,134,105,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,TRUE,5,5 Speed Automatic,18,Gasoline,27,Automatic transmission,2010 Honda Accord Crosstour EX-L Hatchback,Honda,2010 Honda Accord Crosstour Hatchback,2010,271,254
135,134,105,Four-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,25,Automatic transmission,2010 Honda Accord Crosstour EX-L Hatchback 4WD,Honda,2010 Honda Accord Crosstour Hatchback,2010,271,254
117,21,41,All-wheel drive,Audi 3.2L 6 cylinder 270 hp 243 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,23,Automatic transmission,2010 Audi Q5 3.2,Audi,2010 Audi Q5,2010,270,243
117,20,88,All-wheel drive,Audi 3.2L 6 cylinder 270 hp 243 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,23,Automatic transmission,2009 Audi Q5 3.2,Audi,2009 Audi Q5,2009,270,243
117,105,214,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,34,Manual transmission,2011 Honda Civic DX Coup,Honda,2011 Honda Civic Coup,2011,140,128
117,105,214,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Automatic,25,Gasoline,36,Automatic transmission,2011 Honda Civic DX Coup AT,Honda,2011 Honda Civic Coup,2011,140,128
117,105,214,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,34,Manual transmission,2011 Honda Civic LX Coup,Honda,2011 Honda Civic Coup,2011,140,128
117,105,214,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Automatic,25,Gasoline,36,Automatic transmission,2011 Honda Civic LX Coup AT,Honda,2011 Honda Civic Coup,2011,140,128
117,105,214,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Manual,26,Gasoline,34,Manual transmission,2011 Honda Civic EX Coup,Honda,2011 Honda Civic Coup,2011,140,128
117,105,214,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Automatic,25,Gasoline,36,Automatic transmission,2011 Honda Civic EX Coup AT,Honda,2011 Honda Civic Coup,2011,140,128
117,105,214,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Automatic,25,Gasoline,36,Automatic transmission,2011 Honda Civic EX-L Coup,Honda,2011 Honda Civic Coup,2011,140,128
117,105,214,Front-wheel drive,Honda 2.0L 4 cylinder 197hp 139ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,29,Manual transmission,2011 Honda Civic Si Coup,Honda,2011 Honda Civic Coup,2011,197,139
201,225,129,All-wheel drive,Audi 3.0L 6 Cylinder 333 hp 325 ft-lbs S-charged,TRUE,8,8 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2012 Audi Q7 3.0 T S Line,Audi,2012 Audi Q7,2012,333,325
201,225,129,All-wheel drive,Audi 3.0L 6 Cylinder 280 hp 295 ft-lbs S-charged,TRUE,8,8 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2012 Audi Q7 3.0 T,Audi,2012 Audi Q7,2012,280,295
201,225,129,All-wheel drive,Audi 3.0L 6 Cylinder 225 hp 406 ft-lbs Turbo Diesel,TRUE,8,8 Speed Automatic Select Shift,17,Diesel fuel,25,Automatic transmission,2012 Audi Q7 3.0 TDI,Audi,2012 Audi Q7,2012,225,406
141,249,107,Rear-wheel drive,Lamborghini 5.2L 10 Cylinder 550 hp 398 ft-lbs,TRUE,6,6 Speed Manual,12,Gasoline,20,Manual transmission,2010 Lamborghini Gallardo Coupe LP 550-2 Valentino Balboni,Lamborghini,2010 Lamborghini Gallardo Coupe,2010,550,398
226,79,142,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,TRUE,5,5 Speed Manual,27,Gasoline,35,Manual transmission,2010 Chevrolet  Aveo5 LS,Chevrolet,2010 Chevrolet Aveo5,2010,108,105
226,79,142,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,TRUE,5,5 Speed Manual,27,Gasoline,35,Manual transmission,2010 Chevrolet  Aveo5 1LT,Chevrolet,2010 Chevrolet Aveo5,2010,108,105
226,79,142,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,TRUE,4,4 Speed Automatic,25,Gasoline,34,Automatic transmission,2010 Chevrolet  Aveo5 1LT AT,Chevrolet,2010 Chevrolet Aveo5,2010,108,105
226,79,142,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,TRUE,5,5 Speed Manual,27,Gasoline,35,,2010 Chevrolet  Aveo5 2LT,Chevrolet,2010 Chevrolet Aveo5,2010,108,105
226,79,142,Front-wheel drive,Chevrolet 1.6L 4 Cylinder 108 hp 105 ft-lbs,TRUE,4,4 Speed Automatic,25,Gasoline,34,Automatic transmission,2010 Chevrolet  Aveo5 2LT AT,Chevrolet,2010 Chevrolet Aveo5,2010,108,105
195,195,82,Rear-wheel drive,Lexus 4.6L 8 Cylinder 380 hp 367 ft-lbs,TRUE,8,8 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,2010 Lexus LS 460,Lexus,2010 Lexus LS,2010,380,367
195,196,83,All-wheel drive,Lexus 4.6L 8 Cylinder 357hp 344ft-lbs,TRUE,8,8 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Lexus LS 460 AWD,Lexus,2010 Lexus LS,2010,357,344
